"","t","certL","certQ","corr","Cl_C","cL_C","certL_p","certQ_p","corr_p","Cl_C_p","cL_C_p","certL_t","certQ_t","corr_t","Cl_C_t","cL_C_t"
"28",1.375,-0.00525443090238525,-0.00582910169859976,-0.0139077176307263,-0.0563833868321631,-0.00677235121668328,0.868249974633806,0.847190550211959,0.710934874129376,0.408453930255127,0.912489881258846,-0.165889183851314,-0.192712971144382,-0.370619088814422,-0.826677761593084,-0.109903310293675
"29",1.425,0.0100584017178651,0.00285408638358171,-0.0118456874317262,-0.0210953493992678,-0.0860734075800672,0.752065577290288,0.92516322854354,0.752552357764034,0.757273625566718,0.162641470060256,0.315942695106137,0.0939382946278973,-0.315291416666162,-0.30907791734321,-1.39642195842042
"30",1.475,0.0333290285908394,-0.0215782204050157,-0.0309254248238868,-0.11976024135443,-0.0713820135860302,0.292570875305092,0.475486922794806,0.409750981172873,0.0790590711884484,0.246588137031522,1.05259472730029,-0.713626696840654,-0.82439195082128,-1.75648282287634,-1.15879401811869
"31",1.525,0.0165581809564424,-0.0159527594330492,0.0160156945605777,-0.00117990683181281,0.0408224107920524,0.605787598208552,0.602011794917111,0.670497239861332,0.986221795595542,0.507988691855108,0.516132663809922,-0.521545209271153,0.425487892238165,-0.0172700296000289,0.662014058198575
"32",1.575,0.0564354425857483,-0.00828519544274442,-0.0487528764038867,-0.132893372595317,-0.0501111818081521,0.0746886969115071,0.784048846628677,0.193692603031981,0.0512853851037052,0.415878187261183,1.78269412079091,-0.27405932524909,-1.29988423046844,-1.94948963408684,-0.813651553119216
"33",1.625,0.0492554879149563,-0.00974915278089551,0.0773812470641148,-0.0479396886092261,0.0388557957209602,0.121686745787038,0.748176283524376,0.0393983367713504,0.482293490353959,0.528315529780493,1.54811514786164,-0.321068407903811,2.0604920165978,-0.702664860594267,0.630617851200814
"34",0.025,0.0184980320552644,-0.0106453345906129,-0.00742974801323313,-0.0192974703703698,0.00627780042019155,0.559262783021932,0.724912383606992,0.843068431847769,0.777250782026051,0.918862336519362,0.583970821577759,-0.351918312081356,-0.197979051335161,-0.282916784299028,0.101871345117396
"35",0.075,-0.0130561833121447,0.036017135092858,-0.0212318585186745,-0.0240339933694707,0.024079003125274,0.68013264663876,0.233686852865834,0.571458845136302,0.724500649497036,0.695917496474867,-0.412303039002144,1.19104012103438,-0.565936679814444,-0.352467391164255,0.390856839206756
"36",0.125,0.00760059846727272,0.0113701641532642,0.00588195379025204,0.0742353636985641,0.0203507691274272,0.81145401687262,0.7084295907491,0.875626853174825,0.276866764729467,0.741314311160546,0.238568878861369,0.373993994103199,0.156522572263273,1.08748944882693,0.330129297048335
"37",0.175,0.0120182088651172,-0.0623946042952111,-0.0219719562347847,-0.0687371123254687,0.124279296205126,0.704968261644676,0.0395422157797171,0.558254899086791,0.313512321944159,0.0436806234604831,0.378656147000295,-2.05925399594698,-0.585471457788732,-1.00796950218274,2.01758873490801
"38",0.225,0.000542048846769839,4.93036083594457e-05,-0.0313520883392505,-0.0575388710690361,-0.00913774944690087,0.986347013635216,0.998699513420429,0.403483036810839,0.398920707630722,0.882120305509947,0.0171130580151861,0.00162998959610931,-0.835478361270734,-0.843612963351554,-0.148288461469829
"39",0.275,0.0260316533977705,0.0197480301647608,-0.0345420800409782,0.00148149596635141,0.0251099137098207,0.411032989996248,0.513714549571627,0.357187742289602,0.982665049212833,0.683560210896405,0.822136874077128,0.653105115998081,-0.920810779273884,0.0217287907569483,0.407630348493947
"40",0.325,0.00543214144261929,-0.00616745582641456,0.0112812380747407,0.0166340197697484,0.0460806163867226,0.863843936020098,0.83844789043302,0.763721446226786,0.807339690476364,0.454630702992957,0.171490729498879,-0.20388841762793,0.300611698096406,0.243870630808437,0.747767823581218
"41",0.375,0.0105961777576975,-0.0284805174467169,-0.00323292075124076,-0.100223498300817,-0.0307346368215057,0.737930630575832,0.346337556300929,0.9313327521728,0.141674928035412,0.617881308962032,0.334611111296529,-0.941794019125055,-0.0861719093873633,-1.46978357892479,-0.498882332863535
"42",0.425,0.0352215484887204,-0.00921948834939162,0.0551689192432646,-0.0224090901733086,-0.0655168870136788,0.269091616049262,0.761744038887065,0.142070624191536,0.742660374247539,0.287786527292134,1.10532586233785,-0.303212210046217,1.4683325017408,-0.328348363284131,-1.06308843956474
"43",0.475,0.0168024433636703,-0.024000323273072,-0.00294296425589567,-0.0686561563367716,-0.0125363711411341,0.595790553476448,0.427525230038295,0.937490230593952,0.314144167301797,0.838790383599196,0.530493048264256,-0.793489671361268,-0.0784281152770508,-1.00665221447672,-0.203450149658561
"44",0.525,0.0393763938040894,-0.000126118332538212,0.0688604571059937,0.011879844492955,-0.050871073508284,0.213667809737672,0.996671964643363,0.0664406519620434,0.861674009469597,0.408900207944179,1.24368027516233,-0.00417126668069034,1.83578679732979,0.174251398617946,-0.825890793323858
"45",0.575,0.0309792588888915,-0.0343644420786505,-0.0133751856500148,-0.0756216342593571,0.0508645533925946,0.330484765163769,0.258020785108066,0.721842130958341,0.267912822139929,0.409286482364857,0.973275969248146,-1.131251960027,-0.356016097799342,-1.10799076598743,0.825210330539424
"46",0.625,-0.0111470103007246,-0.000712864478978014,0.00701260388223888,0.0851444435622728,0.0249823712350615,0.724894363288252,0.981197394125328,0.851758213004337,0.211926473043443,0.685169773346006,-0.351942341339893,-0.0235687755749106,0.186883930040389,1.24842408390624,0.40543915660217
"47",0.675,0.020637924448727,-0.0193837832662783,0.0110291722779784,0.0981091781770527,0.102918652966951,0.515086240384741,0.52195997303433,0.768819403634848,0.15028263067844,0.0948393818261249,0.651015309562165,-0.640393800836364,0.293934220386108,1.43873031801985,1.6706809097399
"48",0.725,0.0338189981854325,-0.0212389630307471,-0.0488802486676982,-0.0653084876266266,0.0225306626282228,0.287442847919167,0.483970136498889,0.193105571969754,0.338529931384471,0.714678951656942,1.06392117273333,-0.700003148840441,-1.30160660125342,-0.957155067452835,0.365597462880628
"49",0.775,-0.00694617478832614,-0.0736426231831968,-0.0731506970345634,-0.0340197437134306,0.12400363729455,0.827080711453875,0.0152789487492168,0.0513620073954703,0.617876115570056,0.0441046654034237,-0.218464010095194,-2.42681190003016,-1.94886705786616,-0.498890193352443,2.0135378870977
"50",0.825,-0.00838128386786907,-0.0214153980271445,0.0230003805488402,-0.0105159585423744,0.056946664422261,0.791291290117981,0.478907716954464,0.539891547885382,0.877453875280899,0.355380137328395,-0.264646451253922,-0.708106538854861,0.613013558731251,-0.154204518669174,0.924278245369663
"51",0.875,0.0359294193469415,0.00631219168468956,-0.034260720265804,-0.0725470378856417,-0.0628364929947112,0.259963599501682,0.835669461161875,0.362029707966737,0.287944129825341,0.308052995991757,1.12665182244447,0.207449432392617,-0.911579477769141,-1.06274190109936,-1.01940637444472
"52",0.925,0.0742306193737028,-0.0342912147319966,0.0256218449035604,-0.094655174009193,0.094041836828712,0.0210386002818495,0.263303306642559,0.496054897105021,0.165741386942261,0.126994379478281,2.30803893723778,-1.11874224075123,0.680753843095123,-1.38619398249914,1.52628248738923
"53",0.975,-0.00896871115210412,0.0127476885495289,-0.0161100250248486,-0.0243964740758435,-0.0638951362479667,0.778609658895903,0.675361730341774,0.668274435391174,0.720878519750763,0.300081991496219,-0.281151888197152,0.418831380916338,-0.428540264412996,-0.357302619590158,-1.03635106978865
"54",1.025,0.0295297740506117,-0.0250670111610537,0.022557854490104,-0.129951308238997,-0.0669645257535808,0.350980897333116,0.407055992439332,0.547573688559456,0.0566645067545148,0.276965214058262,0.93276396884433,-0.829146213344335,0.601435366854407,-1.90627259255069,-1.08726485715914
"55",1.075,0.0280054738809477,-0.0240164142569928,-0.0414320461175857,-0.0301606800287742,-0.00712331895710471,0.376534437588765,0.427127305009703,0.269488194369483,0.658283549477724,0.907953843011632,0.884368039986038,-0.794173166748352,-1.10434820379972,-0.442307142962125,-0.115624913322166
"56",1.125,-0.010823945189061,-0.0279339228188256,-0.017768469330322,0.0507402437134785,0.0132705672402113,0.732534383019988,0.35571468863504,0.635826678356424,0.45688175699729,0.829472933618619,-0.341772734415493,-0.923635649771592,-0.473566943785761,0.744041376831344,0.215387368964347
"57",1.175,-0.000177132136448466,-0.0312499371115141,0.0242677732230139,0.0663306787750049,0.127546524101024,0.99553686226638,0.301436061718628,0.517726007123266,0.330685107499764,0.0384516086337065,-0.00559398529165116,-1.03345134920406,0.646894444425111,0.972816909776419,2.070482207156
"58",1.225,-0.00161368233017779,-0.0241266661319267,0.00154513253463531,0.111390407694046,0.00127146205437328,0.959594198878313,0.427335765006817,0.96719217978423,0.102653487000954,0.98353884410011,-0.0506666280051842,-0.793846495950475,0.0411319720273809,1.63238740865811,0.0206333622829554
"59",1.275,-0.0198744117468008,0.00576469506879098,0.0117881194846589,-0.0352934643915139,-0.0787609753221439,0.530302614276452,0.848829672333382,0.753383740050901,0.604783042623862,0.201160416888286,-0.6275820556575,0.190620455758456,0.314195743876235,-0.517563016187793,-1.2783984503891
"60",1.325,-0.0159993466860401,-0.00241044078049466,0.0180229847169242,0.030891581325612,-0.0382742054666253,0.614827883756939,0.93669443728992,0.631361916805583,0.650809856655886,0.53465806099864,-0.503241519862636,-0.0794306217691049,0.479837690919764,0.452661519247994,-0.620948682616965
"61",1.375,0.0599333160881857,-0.00189241763463441,0.067416196583323,-0.059262371812749,-0.00426965855717345,0.0584057808170144,0.950093450598609,0.0723342927197632,0.384732367697483,0.944737379125192,1.89301586368295,-0.0625921488664936,1.79733787902169,-0.869275991041141,-0.0693199127566426
"62",1.425,-0.0695900741268988,0.0185511968145068,-0.00762137294546194,0.136607024364934,-0.0272680636525028,0.0283771176254578,0.540332518751231,0.839084386917775,0.0452157479525042,0.658045678807208,-2.19306329296826,0.61237111936765,-0.203074501779395,2.00308740604077,-0.442636102892818
"63",1.475,0.0666915260815057,-0.00370187943650615,-0.0235572430249068,-0.106517979074513,-0.0167850763421918,0.0366760166184316,0.903217698503461,0.530811340850732,0.118684579168973,0.785360074681475,2.09009399247152,-0.121605139654592,-0.626807153314222,-1.56055393738282,-0.272353407922949
"64",1.525,0.0324794920092345,-0.055674629258948,0.0308657402987941,-0.160546508814993,-0.0279132939216787,0.304736394097546,0.0654639364572814,0.410356075484966,0.0184969000780528,0.650259272813682,1.02642065792025,-1.84242755120472,0.823327057221356,-2.35618687367906,-0.453425729477587
"65",1.575,-0.024238831750323,0.0814593531699413,-0.0505628230993196,-0.00406236905484823,-0.0574356688967278,0.443818429720921,0.00705787318158852,0.177579102203822,0.952472201799279,0.350980504522417,-0.765813822799308,2.69506599095627,-1.34841124371181,-0.0596051249014387,-0.932764729537282
"66",1.625,-0.0479228382057643,0.0212975579027177,-0.0621527848876389,0.0408408933804606,-0.00782101904230561,0.130228045488801,0.48126863326754,0.0976245700715788,0.549216839824794,0.898978331892161,-1.5134190571308,0.704309270045008,-1.65674929487705,0.598969365847396,-0.126957665006823
"67",0.025,0.0202938865487647,-0.0188837174632981,0.0282136051322338,0.0346652574441407,0.0692569059148765,0.521717939600506,0.532429984061574,0.452148395152787,0.611276573988655,0.261069249316566,0.640738676963632,-0.624338527088866,0.751889170984872,0.508279801935185,1.12397774709815
"68",0.075,0.0560159902882349,0.0211515039572264,0.030317756755351,-0.105195030566447,-0.0604759234770975,0.076889217705128,0.484196506171107,0.418946491788893,0.122866312772488,0.326196341336206,1.76934464062444,0.699614173477557,0.808308256967511,-1.54307967573295,-0.981887748853001
"69",0.125,-0.00451069475779379,0.00796973759848047,-0.0417692389064311,-0.028409025883982,0.00163518412762515,0.886759730794516,0.792182671642551,0.265707037092938,0.677034037245678,0.978830123747245,-0.142411782799406,0.263489574636655,-1.11311127093207,-0.416535035764064,0.0265367701482328
"70",0.175,-0.01268460615967,-0.0149201934159812,-0.0604667920261825,0.0247512065278216,0.144517322359878,0.688997860989363,0.621986113664269,0.107009733099973,0.716546298330252,0.0189688772088974,-0.400253987684726,-0.493082801854469,-1.61204749790887,0.363096709143312,2.34680860719572
"71",0.225,0.0088775421757058,-0.0307609445579525,-0.0215563085823675,-0.0410605038731191,0.000978709080486418,0.779268843525403,0.309192870566935,0.565677731573073,0.547172207067946,0.987328070336712,0.280285088282408,-1.01700677330437,-0.574461826828807,-0.602038456294262,0.0158832650150917
"72",0.275,-0.0239289948123605,-0.0286195001083707,0.0593932848724517,0.108857562068231,0.0226792150204117,0.449779207683124,0.343865842377101,0.113361419651535,0.110362515827404,0.712721509355201,-0.755834653275189,-0.946632296271097,1.58350421457721,1.59681152272695,0.368221614723316
"73",0.325,-0.029173260297986,0.0122777189724934,-0.0178496746566721,-0.019483797126662,0.0175408039845721,0.357017079984167,0.684793264134745,0.634293442254696,0.775120357273055,0.775893993982038,-0.92113768132905,0.405951545897566,-0.475717820386253,-0.285697138478056,0.284687233834183
"74",0.375,-0.0112819198118621,-0.00372735402089536,0.0289972199001213,0.0303125410917341,0.0516174166731193,0.721701099130706,0.90192556504522,0.439689146145788,0.656728412414915,0.4022317554494,-0.356203636037279,-0.123234671841184,0.772771747602386,0.44445765912264,0.837703868082484
"75",0.425,0.00695355011906171,0.0282468193441609,-0.00614291662879755,-0.0477907376911092,-0.0385249991221096,0.826235694339296,0.350397920958626,0.869968200507183,0.483503210937473,0.531851820425953,0.219541925614477,0.933893519599581,-0.163706165148793,-0.700724535409973,-0.625219382299566
"76",0.475,0.0424133451399493,-0.0124271614249976,-0.00489157942988014,-0.0663862414903885,-0.0390866114278578,0.18054715021568,0.681156409482288,0.896277047376553,0.330358037213289,0.525847034015107,1.33923441692848,-0.410906436719027,-0.130371517096099,-0.973475143199788,-0.634396841620177
"77",0.525,-0.0298003761810287,0.00663187482394577,-0.0490240534085573,-0.0424713706646599,0.0373460469085593,0.3466851089506,0.826410048793407,0.191331945232653,0.533382577550744,0.544379134798846,-0.941115466408321,0.219318069419175,-1.30680237560833,-0.622888268719994,0.60624018214885
"78",0.575,0.018853754004609,-0.0214689735830885,-0.0275971637185315,-0.0693953972719084,-0.0341751379221652,0.551673613016441,0.47783426912211,0.462073831411742,0.308937111030736,0.579155370471139,0.595289078252647,-0.709836438533159,-0.735485411005212,-1.01754460226957,-0.554650322666938
"79",0.625,0.0206992002958714,0.00814760434399884,0.0331769324696407,-0.0447727895716988,-0.0109206384683307,0.513431290825466,0.787645391290295,0.376639481776254,0.511534680530317,0.859330307435589,0.65354461756537,0.269381976997368,0.884173385828808,-0.656490641409914,-0.177234645450511
"80",0.675,0.0440145263068164,-0.0636427363140043,0.0113189030229603,-0.0595136117126547,0.0359893468850727,0.164562395043195,0.0353542300236029,0.762866200936512,0.382771450940698,0.559080732201892,1.39006629888917,-2.10477295875035,0.301733378302011,-0.872867853653264,0.58424144685019
"81",0.725,-0.000294918423649005,0.0480299746834645,0.000688573247349817,-0.013334090871449,-0.0343988538801778,0.992570138805185,0.112305914123599,0.985358338194234,0.844982630915263,0.57664445541604,-0.00931248837829813,1.58815588104603,0.0183524275975035,-0.195532953609425,-0.558324554800289
"82",0.775,-0.0634162377367084,0.0385428263913967,-0.0801223910249286,-0.0478498393990225,-0.0647233600934946,0.0457579584897406,0.203358473565716,0.0327934189667596,0.482878961881825,0.293394049804801,-1.99844765009511,1.27228759522912,-2.13514968649402,-0.701726207090285,-1.05080162315431
"83",0.825,-0.0110335445985685,0.0222821080947878,-0.0475311340922974,0.0512299717687728,0.0176298997632923,0.728266593940433,0.462357832934126,0.205539659965388,0.4526920059271,0.774799808769855,-0.347462397091515,0.735048653696504,-1.2660762123134,0.750986627291981,0.286115747483143
"84",0.875,0.000607215097026865,-0.0254869152384338,-0.0552863770505522,-0.0590547188408326,-0.0448986076456028,0.984774940831916,0.4013478994015,0.141109950006623,0.386854404584374,0.466319349822244,0.019084323910422,-0.839310524877469,-1.47188140842651,-0.865402739309455,-0.728529316181762
"85",0.925,-0.0117147090465588,0.0266266397205461,-0.0342077302375143,-0.103947885716003,-0.0610198564048016,0.711431610784916,0.378605255102164,0.361891740807327,0.127442917181174,0.321960369103938,-0.369952307879901,0.880536830000013,-0.911838714027706,-1.52448306646034,-0.990522468400841
"86",0.975,0.00557845443355162,-0.0550089322912933,-0.00272458232499695,-0.00274617672967086,0.0221736015447753,0.860172212827222,0.0689518812843787,0.942107889852937,0.967876312859649,0.718914224561328,0.176162822380287,-1.81907462094868,-0.0726239453903045,-0.0402737029632377,0.359927909914722
"87",1.025,0.0160312013462445,-0.030782167910962,0.0114561399472764,0.0619419806077496,0.0752914273559407,0.612732909086672,0.308801168975532,0.760121708345132,0.363749024759744,0.221744158228347,0.506203840312523,-1.01783059052562,0.305335437176002,0.90831641950972,1.22203547391424
"88",1.075,0.00741892990914471,-0.0474208815590855,-0.0534041892720355,-0.0639928867141314,0.141282998566264,0.81692254962026,0.120718503286701,0.155639376797737,0.348556853742938,0.0218764835325119,0.231518930094728,-1.55205152802285,-1.42008073865392,-0.937468991026431,2.29312819527546
"89",1.125,0.00350229657354376,0.0144147909068931,-0.088776328637141,-0.0795408117320581,-0.0986656334346208,0.911905865978558,0.633485598125583,0.0179560543233941,0.243290973922883,0.109177242460444,0.110639761384469,0.476851977432705,-2.36720040324363,-1.1669198839135,-1.60214985684363
"90",1.175,0.00677246631426081,-0.00195488252835573,0.0212485409642232,-0.045242865602798,-0.00716875135643379,0.832171101137166,0.9488695008853,0.572094772632694,0.507693507184504,0.907445694736415,0.211932067862998,-0.0641303224310335,0.565002457143604,-0.662475156625717,-0.11626611985308
"91",1.225,-0.0665242552983412,0.0635696312952877,-0.00133457403318023,0.0398919452544362,-0.135356674963922,0.0356313344243605,0.0355098294319855,0.971612808446094,0.558396034495619,0.0279881409278423,-2.10160303419778,2.10299038624609,-0.0355871222259646,0.585259658770251,-2.1980079469908
"92",1.275,0.0316985980795751,0.0153986905792462,0.0268461261795548,-0.0144336049795078,0.0231719466111259,0.316926235793856,0.610668658711722,0.474335209547825,0.832390720878185,0.706868889472645,1.00088120767141,0.509147014786957,0.715490120014796,-0.211645970930796,0.376083183730886
"93",1.325,0.0946165657016293,-0.0688448463152148,-0.00229615483758401,-0.0361569059157506,0.0213388937291733,0.00279341956491811,0.0227105555692508,0.951150122835502,0.595589463407252,0.72881126272265,2.99088956704012,-2.27888055006764,-0.061265206584915,-0.530783197965943,0.346724087350483
"94",1.375,0.00407653697034575,-0.030356318277868,0.00611794355533812,-0.0400707203567855,-0.016915120680612,0.897589599535053,0.315574725565795,0.870486648908666,0.556853287374464,0.783690251783459,0.128712541532655,-1.00368054909049,0.163047626299292,-0.587556101547662,-0.274526009267574
"95",1.425,0.00793796994920304,-0.00570223938679914,0.0136056166251499,-0.00703877574440212,0.0264884709380574,0.803053829223847,0.851100128248159,0.717287589890553,0.917875782711593,0.667457082568763,0.249416232763557,-0.187727824688447,0.362104816147028,-0.103114454501272,0.42966279251764
"96",1.475,-0.0389948401958272,0.025938636258107,-0.0335947469459679,0.0161698084726004,-0.113008455383026,0.218187351084776,0.391034033033854,0.370544638891835,0.81254860293464,0.0666323853705821,-1.23149673731891,0.857808191721229,-0.895523586646217,0.237150315444295,-1.8344926468289
"97",1.525,0.00511049112681263,-0.0176176702800266,0.00515190958539661,-0.0758581783511826,-0.0817803224210967,0.871791059964288,0.560174755661677,0.890774954774512,0.26595645476828,0.18438573268975,0.161391063368196,-0.582615791613188,0.137329744305311,-1.11253059778948,-1.32753071689796
"98",1.575,-0.0765951394809776,0.036505693858404,-0.0487389019351435,0.0588584143985052,-0.0680309046469899,0.0155779652702283,0.227297441779311,0.193843980002629,0.387963218625723,0.269398890722116,-2.41937438510871,1.2074784926457,-1.29944272373985,0.863382288879453,-1.10455419315864
"99",1.625,-0.0376355876864976,-0.0419223936295078,-0.10244807740198,-0.052768595780583,0.0331371427291935,0.234393072850724,0.165438506500639,0.00630531449598819,0.438752638211524,0.590440816554836,-1.18924286627162,-1.38718650114902,-2.73246872434008,-0.774354988518423,0.538227429795036
"100",0.025,-0.0638918100977525,0.0715923635023743,-0.0247277371649023,0.0483722899812092,-0.185375203337529,0.0445858982799511,0.0183723490441083,0.510074600563172,0.478142019437549,0.00262401175628952,-2.00928939799721,2.35906435969777,-0.658764445022539,0.709341119199248,-3.00997968090039
